system,commit_id,class_name,measure,metric_name,before_or_after_commit,value
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,Map,coupling,RFC,after,5
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,MapLoader,coupling,CBO,before,7
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,MapLoader,coupling,CBO,after,7
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,MapLoader,coupling,RFC,before,59
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,MapLoader,coupling,RFC,after,59
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,MainWindow,coupling,CBO,before,3
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,MainWindow,coupling,CBO,after,3
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,MainWindow,coupling,RFC,before,28
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,MainWindow,coupling,RFC,after,28
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,SearchRunner,coupling,CBO,before,7
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,SearchRunner,coupling,CBO,after,6
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,SearchRunner,coupling,RFC,before,10
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,SearchRunner,coupling,RFC,after,9
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,Main,coupling,CBO,before,9
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,Main,coupling,CBO,after,9
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,Main,coupling,RFC,before,26
OSM-Route-Finder,27db75d0a4a70b5456136b1ef28c0f6f5d6d942f,Main,coupling,RFC,after,26
pixel-dungeon-remix,28897163b2d1cf7aecf33f1b6d7778f899b0c5cf,GameScene,coupling,CBO,before,55
pixel-dungeon-remix,28897163b2d1cf7aecf33f1b6d7778f899b0c5cf,GameScene,coupling,CBO,after,55
pixel-dungeon-remix,28897163b2d1cf7aecf33f1b6d7778f899b0c5cf,GameScene,coupling,RFC,before,122
pixel-dungeon-remix,28897163b2d1cf7aecf33f1b6d7778f899b0c5cf,GameScene,coupling,RFC,after,122
pixel-dungeon-remix,28897163b2d1cf7aecf33f1b6d7778f899b0c5cf,HeroSprite,coupling,CBO,before,16
pixel-dungeon-remix,28897163b2d1cf7aecf33f1b6d7778f899b0c5cf,HeroSprite,coupling,CBO,after,15
pixel-dungeon-remix,28897163b2d1cf7aecf33f1b6d7778f899b0c5cf,HeroSprite,coupling,RFC,before,24
pixel-dungeon-remix,28897163b2d1cf7aecf33f1b6d7778f899b0c5cf,HeroSprite,coupling,RFC,after,24
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,ServerModelMediator,coupling,CBO,before,6
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,ServerModelMediator,coupling,CBO,after,8
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,ServerModelMediator,coupling,RFC,before,24
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,ServerModelMediator,coupling,RFC,after,25
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,IServer,coupling,CBO,before,6
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,IServer,coupling,CBO,after,6
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,IServer,coupling,RFC,before,0
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,IServer,coupling,RFC,after,0
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,Server,coupling,CBO,before,14
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,Server,coupling,CBO,after,15
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,Server,coupling,RFC,before,46
codetroopers,289b0ed654e91af9cece07ea73b877bbceccb648,Server,coupling,RFC,after,46
SiO2,29547bf2a912376b44997b837650f49d32290924,GameSystemManager,coupling,CBO,before,4
SiO2,29547bf2a912376b44997b837650f49d32290924,GameSystemManager,coupling,CBO,after,5
SiO2,29547bf2a912376b44997b837650f49d32290924,GameSystemManager,coupling,RFC,before,36
SiO2,29547bf2a912376b44997b837650f49d32290924,GameSystemManager,coupling,RFC,after,37
diablo,298c62899779ca8c95305f1a87b85cfa20868fdc,RectangularShape,coupling,CBO,before,3
diablo,298c62899779ca8c95305f1a87b85cfa20868fdc,RectangularShape,coupling,CBO,after,3
diablo,298c62899779ca8c95305f1a87b85cfa20868fdc,RectangularShape,coupling,RFC,before,4
diablo,298c62899779ca8c95305f1a87b85cfa20868fdc,RectangularShape,coupling,RFC,after,3
diablo,298c62899779ca8c95305f1a87b85cfa20868fdc,Shape,coupling,CBO,before,7
diablo,298c62899779ca8c95305f1a87b85cfa20868fdc,Shape,coupling,CBO,after,6
diablo,298c62899779ca8c95305f1a87b85cfa20868fdc,Shape,coupling,RFC,before,11
diablo,298c62899779ca8c95305f1a87b85cfa20868fdc,Shape,coupling,RFC,after,11
Automattic-Tracks-Android,2acdc0d29ba17f9912e2ec84f731aee4c352edcb,TracksClient,coupling,CBO,before,21
Automattic-Tracks-Android,2acdc0d29ba17f9912e2ec84f731aee4c352edcb,TracksClient,coupling,CBO,after,21
Automattic-Tracks-Android,2acdc0d29ba17f9912e2ec84f731aee4c352edcb,TracksClient,coupling,RFC,before,58
Automattic-Tracks-Android,2acdc0d29ba17f9912e2ec84f731aee4c352edcb,TracksClient,coupling,RFC,after,73
takes,2ae37c022a217c0bec70233f866f8d8f79da3093,PsFacebook,coupling,CBO,before,24
takes,2ae37c022a217c0bec70233f866f8d8f79da3093,PsFacebook,coupling,CBO,after,24
takes,2ae37c022a217c0bec70233f866f8d8f79da3093,PsFacebook,coupling,RFC,before,32
takes,2ae37c022a217c0bec70233f866f8d8f79da3093,PsFacebook,coupling,RFC,after,32
org.openwms,2afb4334da09720508ac6b0b4fd6e04be0625806,HttpCommonGateway,coupling,CBO,before,5
org.openwms,2afb4334da09720508ac6b0b4fd6e04be0625806,HttpCommonGateway,coupling,CBO,after,5
org.openwms,2afb4334da09720508ac6b0b4fd6e04be0625806,HttpCommonGateway,coupling,RFC,before,15
org.openwms,2afb4334da09720508ac6b0b4fd6e04be0625806,HttpCommonGateway,coupling,RFC,after,18
org.openwms,2afb4334da09720508ac6b0b4fd6e04be0625806,CommonFeignClient,coupling,CBO,before,5
org.openwms,2afb4334da09720508ac6b0b4fd6e04be0625806,CommonFeignClient,coupling,CBO,after,5
org.openwms,2afb4334da09720508ac6b0b4fd6e04be0625806,CommonFeignClient,coupling,RFC,before,0
org.openwms,2afb4334da09720508ac6b0b4fd6e04be0625806,CommonFeignClient,coupling,RFC,after,0
ImmersiveRailroading,2b15c7de8b72fb39fbb4611c4fdfa21b56122e4f,EntityCoupleableRollingStock,coupling,CBO,before,13
ImmersiveRailroading,2b15c7de8b72fb39fbb4611c4fdfa21b56122e4f,EntityCoupleableRollingStock,coupling,CBO,after,13
ImmersiveRailroading,2b15c7de8b72fb39fbb4611c4fdfa21b56122e4f,EntityCoupleableRollingStock,coupling,RFC,before,78
ImmersiveRailroading,2b15c7de8b72fb39fbb4611c4fdfa21b56122e4f,EntityCoupleableRollingStock,coupling,RFC,after,81
ImmersiveRailroading,2b15c7de8b72fb39fbb4611c4fdfa21b56122e4f,EntityRollingStockDefinition,coupling,CBO,before,15
ImmersiveRailroading,2b15c7de8b72fb39fbb4611c4fdfa21b56122e4f,EntityRollingStockDefinition,coupling,CBO,after,15
ImmersiveRailroading,2b15c7de8b72fb39fbb4611c4fdfa21b56122e4f,EntityRollingStockDefinition,coupling,RFC,before,14
ImmersiveRailroading,2b15c7de8b72fb39fbb4611c4fdfa21b56122e4f,EntityRollingStockDefinition,coupling,RFC,after,14
android-DisplayingBitmaps,2bdf0b9acd9cd1f71ba6d090678c5a8e0b18ba64,AsyncTask,coupling,CBO,before,19
android-DisplayingBitmaps,2bdf0b9acd9cd1f71ba6d090678c5a8e0b18ba64,AsyncTask,coupling,CBO,after,16
android-DisplayingBitmaps,2bdf0b9acd9cd1f71ba6d090678c5a8e0b18ba64,AsyncTask,coupling,RFC,before,37
android-DisplayingBitmaps,2bdf0b9acd9cd1f71ba6d090678c5a8e0b18ba64,AsyncTask,coupling,RFC,after,32
MyMacros,2c58a8193be31bd2b8ce9d31055636ab48da0cd3,MainActivity,coupling,CBO,before,15
MyMacros,2c58a8193be31bd2b8ce9d31055636ab48da0cd3,MainActivity,coupling,CBO,after,16
MyMacros,2c58a8193be31bd2b8ce9d31055636ab48da0cd3,MainActivity,coupling,RFC,before,33
MyMacros,2c58a8193be31bd2b8ce9d31055636ab48da0cd3,MainActivity,coupling,RFC,after,21
pdi-osgi-bridge,2c888281436defb70f12ea70618421f4bad98969,OSGIPluginRegistryExtension,coupling,CBO,before,14
pdi-osgi-bridge,2c888281436defb70f12ea70618421f4bad98969,OSGIPluginRegistryExtension,coupling,CBO,after,14
pdi-osgi-bridge,2c888281436defb70f12ea70618421f4bad98969,OSGIPluginRegistryExtension,coupling,RFC,before,11
pdi-osgi-bridge,2c888281436defb70f12ea70618421f4bad98969,OSGIPluginRegistryExtension,coupling,RFC,after,11
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,HDFSContext,coupling,CBO,before,5
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,HDFSContext,coupling,CBO,after,5
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,HDFSContext,coupling,RFC,before,4
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,HDFSContext,coupling,RFC,after,5
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,HadoopSecurity,coupling,CBO,before,7
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,HadoopSecurity,coupling,CBO,after,7
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,HadoopSecurity,coupling,RFC,before,17
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,HadoopSecurity,coupling,RFC,after,18
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,MapReduceFSFetcherHadoop2,coupling,CBO,before,30
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,MapReduceFSFetcherHadoop2,coupling,CBO,after,30
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,MapReduceFSFetcherHadoop2,coupling,RFC,before,93
dr-elephant,2cdeb12612f9dec9f9e524a379d68a8597e2e07c,MapReduceFSFetcherHadoop2,coupling,RFC,after,93
SuperT,2ea8d255c2f11df3fea1fce3452cf469a880e9da,Node,coupling,CBO,before,4
SuperT,2ea8d255c2f11df3fea1fce3452cf469a880e9da,Node,coupling,CBO,after,4
SuperT,2ea8d255c2f11df3fea1fce3452cf469a880e9da,Node,coupling,RFC,before,13
SuperT,2ea8d255c2f11df3fea1fce3452cf469a880e9da,Node,coupling,RFC,after,13
SuperT,2ea8d255c2f11df3fea1fce3452cf469a880e9da,RootNode,coupling,CBO,before,4
SuperT,2ea8d255c2f11df3fea1fce3452cf469a880e9da,RootNode,coupling,CBO,after,4
SuperT,2ea8d255c2f11df3fea1fce3452cf469a880e9da,RootNode,coupling,RFC,before,7
SuperT,2ea8d255c2f11df3fea1fce3452cf469a880e9da,RootNode,coupling,RFC,after,7
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,Tile,coupling,CBO,before,10
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,Tile,coupling,CBO,after,7
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,Tile,coupling,RFC,before,21
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,Tile,coupling,RFC,after,1
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,Util,coupling,CBO,before,5
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,Util,coupling,CBO,after,10
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,Util,coupling,RFC,before,13
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,Util,coupling,RFC,after,35
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,MainActivity,coupling,CBO,before,20
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,MainActivity,coupling,CBO,after,20
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,MainActivity,coupling,RFC,before,61
minesweeper,2ebdad190068548d20445763be9da105eb2f29e0,MainActivity,coupling,RFC,after,61
StudentManager,2f3e788a8be91ea948f6e90baedba2a6ee640462,AddTeacherAct,coupling,CBO,before,7
StudentManager,2f3e788a8be91ea948f6e90baedba2a6ee640462,AddTeacherAct,coupling,CBO,after,8
StudentManager,2f3e788a8be91ea948f6e90baedba2a6ee640462,AddTeacherAct,coupling,RFC,before,12
StudentManager,2f3e788a8be91ea948f6e90baedba2a6ee640462,AddTeacherAct,coupling,RFC,after,13
Aeron,30a4e3e53b8132aab0de9077f7ed146cf74012c8,DriverConductor,coupling,CBO,before,36
Aeron,30a4e3e53b8132aab0de9077f7ed146cf74012c8,DriverConductor,coupling,CBO,after,36
Aeron,30a4e3e53b8132aab0de9077f7ed146cf74012c8,DriverConductor,coupling,RFC,before,294
Aeron,30a4e3e53b8132aab0de9077f7ed146cf74012c8,DriverConductor,coupling,RFC,after,298
Aeron,30a4e3e53b8132aab0de9077f7ed146cf74012c8,ClientProxy,coupling,CBO,before,12
Aeron,30a4e3e53b8132aab0de9077f7ed146cf74012c8,ClientProxy,coupling,CBO,after,11
Aeron,30a4e3e53b8132aab0de9077f7ed146cf74012c8,ClientProxy,coupling,RFC,before,41
Aeron,30a4e3e53b8132aab0de9077f7ed146cf74012c8,ClientProxy,coupling,RFC,after,41
credhub,31ff09bf727d8abbab8f4343362d49b7fb6b41f1,EncryptionKeyCanaryMapper,coupling,CBO,before,17
credhub,31ff09bf727d8abbab8f4343362d49b7fb6b41f1,EncryptionKeyCanaryMapper,coupling,CBO,after,16
credhub,31ff09bf727d8abbab8f4343362d49b7fb6b41f1,EncryptionKeyCanaryMapper,coupling,RFC,before,49
credhub,31ff09bf727d8abbab8f4343362d49b7fb6b41f1,EncryptionKeyCanaryMapper,coupling,RFC,after,29
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,IssueListAdapter,coupling,CBO,before,9
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,IssueListAdapter,coupling,CBO,after,10
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,IssueListAdapter,coupling,RFC,before,9
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,IssueListAdapter,coupling,RFC,after,1
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,UpdateIssuesAsyncTask,coupling,CBO,before,14
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,UpdateIssuesAsyncTask,coupling,CBO,after,14
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,UpdateIssuesAsyncTask,coupling,RFC,before,4
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,UpdateIssuesAsyncTask,coupling,RFC,after,4
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,IssueViewInterface,coupling,CBO,before,2
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,IssueViewInterface,coupling,CBO,after,3
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,IssueViewInterface,coupling,RFC,before,0
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,IssueViewInterface,coupling,RFC,after,0
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,AssignementActivity,coupling,CBO,before,11
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,AssignementActivity,coupling,CBO,after,12
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,AssignementActivity,coupling,RFC,before,9
MyAssignement,322d06a5c8da6f0d5c185b6b1c1b9fce6520d41f,AssignementActivity,coupling,RFC,after,19
Cheddar,32659db5b81278616717db4b04aa2696b97fd2f1,AbstractEvent,coupling,CBO,before,5
Cheddar,32659db5b81278616717db4b04aa2696b97fd2f1,AbstractEvent,coupling,CBO,after,6
Cheddar,32659db5b81278616717db4b04aa2696b97fd2f1,AbstractEvent,coupling,RFC,before,7
Cheddar,32659db5b81278616717db4b04aa2696b97fd2f1,AbstractEvent,coupling,RFC,after,7
vertigo,3280940d0e5c20fb591ef72148fc118ff4474c64,DslDynamicDefinitionRule,coupling,CBO,before,12
vertigo,3280940d0e5c20fb591ef72148fc118ff4474c64,DslDynamicDefinitionRule,coupling,CBO,after,12
vertigo,3280940d0e5c20fb591ef72148fc118ff4474c64,DslDynamicDefinitionRule,coupling,RFC,before,14
vertigo,3280940d0e5c20fb591ef72148fc118ff4474c64,DslDynamicDefinitionRule,coupling,RFC,after,13
vertigo,3280940d0e5c20fb591ef72148fc118ff4474c64,DslKspRule,coupling,CBO,before,11
vertigo,3280940d0e5c20fb591ef72148fc118ff4474c64,DslKspRule,coupling,CBO,after,12
vertigo,3280940d0e5c20fb591ef72148fc118ff4474c64,DslKspRule,coupling,RFC,before,13
vertigo,3280940d0e5c20fb591ef72148fc118ff4474c64,DslKspRule,coupling,RFC,after,14
UniPS,32dc26a7c6ccfd3105ca551c0cb4ea7faff3bfea,UserDao,coupling,CBO,before,7
UniPS,32dc26a7c6ccfd3105ca551c0cb4ea7faff3bfea,UserDao,coupling,CBO,after,7
UniPS,32dc26a7c6ccfd3105ca551c0cb4ea7faff3bfea,UserDao,coupling,RFC,before,1
UniPS,32dc26a7c6ccfd3105ca551c0cb4ea7faff3bfea,UserDao,coupling,RFC,after,1
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,MuhPlotsCommandExecutor,coupling,CBO,before,25
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,MuhPlotsCommandExecutor,coupling,CBO,after,25
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,MuhPlotsCommandExecutor,coupling,RFC,before,51
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,MuhPlotsCommandExecutor,coupling,RFC,after,51
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,MuhPlots,coupling,CBO,before,15
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,MuhPlots,coupling,CBO,after,15
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,MuhPlots,coupling,RFC,before,37
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,MuhPlots,coupling,RFC,after,36
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,PlotActions,coupling,CBO,before,24
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,PlotActions,coupling,CBO,after,23
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,PlotActions,coupling,RFC,before,60
MuhPlots,33769bf364c88f84053eaf402eb661d2d278e1cd,PlotActions,coupling,RFC,after,69
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,HintedTextField,coupling,CBO,before,7
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,HintedTextField,coupling,CBO,after,7
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,HintedTextField,coupling,RFC,before,12
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,HintedTextField,coupling,RFC,after,12
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,HintedPasswordField,coupling,CBO,before,7
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,HintedPasswordField,coupling,CBO,after,7
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,HintedPasswordField,coupling,RFC,before,11
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,HintedPasswordField,coupling,RFC,after,11
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,Window,coupling,CBO,before,6
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,Window,coupling,CBO,after,5
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,Window,coupling,RFC,before,37
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,Window,coupling,RFC,after,37
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,LoginForm,coupling,CBO,before,9
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,LoginForm,coupling,CBO,after,9
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,LoginForm,coupling,RFC,before,29
DAM-Of-Empires,338ed4bb9b2ff8bc482a2b2de56d909c47b6a507,LoginForm,coupling,RFC,after,25
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,SharpPicture,coupling,CBO,before,4
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,SharpPicture,coupling,CBO,after,4
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,SharpPicture,coupling,RFC,before,4
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,SharpPicture,coupling,RFC,after,4
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,Sharp,coupling,CBO,before,47
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,Sharp,coupling,CBO,after,47
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,Sharp,coupling,RFC,before,148
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,Sharp,coupling,RFC,after,151
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,SharpDrawable,coupling,CBO,before,11
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,SharpDrawable,coupling,CBO,after,11
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,SharpDrawable,coupling,RFC,before,31
sharp,33adb136c96d51446348b978a6a1d57f508b0d86,SharpDrawable,coupling,RFC,after,31
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityBridge,coupling,CBO,before,2
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityBridge,coupling,CBO,after,2
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityBridge,coupling,RFC,before,2
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityBridge,coupling,RFC,after,10
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopItemsActivityMediator,coupling,CBO,before,6
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopItemsActivityMediator,coupling,CBO,after,6
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopItemsActivityMediator,coupling,RFC,before,12
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopItemsActivityMediator,coupling,RFC,after,12
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityBridgeTests,coupling,CBO,before,8
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityBridgeTests,coupling,CBO,after,8
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityBridgeTests,coupling,RFC,before,23
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityBridgeTests,coupling,RFC,after,31
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityMediatorTests,coupling,CBO,before,10
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityMediatorTests,coupling,CBO,after,10
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityMediatorTests,coupling,RFC,before,37
HackerNewsReader,33e5ca7354ad00da2a9374a735cdf5d3ff2400c7,TopStoriesActivityMediatorTests,coupling,RFC,after,37
IRIS,34bb2865fbd0e279ca31eba827a119583083eb35,OutputExpressionVisitor,coupling,CBO,before,36
IRIS,34bb2865fbd0e279ca31eba827a119583083eb35,OutputExpressionVisitor,coupling,CBO,after,36
IRIS,34bb2865fbd0e279ca31eba827a119583083eb35,OutputExpressionVisitor,coupling,RFC,before,50
IRIS,34bb2865fbd0e279ca31eba827a119583083eb35,OutputExpressionVisitor,coupling,RFC,after,51
IRIS,34bb2865fbd0e279ca31eba827a119583083eb35,OutputExpressionNode,coupling,CBO,before,4
IRIS,34bb2865fbd0e279ca31eba827a119583083eb35,OutputExpressionNode,coupling,CBO,after,4
IRIS,34bb2865fbd0e279ca31eba827a119583083eb35,OutputExpressionNode,coupling,RFC,before,37
IRIS,34bb2865fbd0e279ca31eba827a119583083eb35,OutputExpressionNode,coupling,RFC,after,41
HorizontalScrollingWithRecyclerView,36b49dc6f7f744dcf05537abaa5b06a51f168ba2,MyAdapter,coupling,CBO,before,14
HorizontalScrollingWithRecyclerView,36b49dc6f7f744dcf05537abaa5b06a51f168ba2,MyAdapter,coupling,CBO,after,14
HorizontalScrollingWithRecyclerView,36b49dc6f7f744dcf05537abaa5b06a51f168ba2,MyAdapter,coupling,RFC,before,7
HorizontalScrollingWithRecyclerView,36b49dc6f7f744dcf05537abaa5b06a51f168ba2,MyAdapter,coupling,RFC,after,7
HorizontalScrollingWithRecyclerView,36b49dc6f7f744dcf05537abaa5b06a51f168ba2,MainActivity,coupling,CBO,before,9
HorizontalScrollingWithRecyclerView,36b49dc6f7f744dcf05537abaa5b06a51f168ba2,MainActivity,coupling,CBO,after,8
HorizontalScrollingWithRecyclerView,36b49dc6f7f744dcf05537abaa5b06a51f168ba2,MainActivity,coupling,RFC,before,13
HorizontalScrollingWithRecyclerView,36b49dc6f7f744dcf05537abaa5b06a51f168ba2,MainActivity,coupling,RFC,after,14
DAT255,372643b790564f8b880140c4b52e91f497fefcfd,MainActivity,coupling,CBO,before,6
DAT255,372643b790564f8b880140c4b52e91f497fefcfd,MainActivity,coupling,CBO,after,6
DAT255,372643b790564f8b880140c4b52e91f497fefcfd,MainActivity,coupling,RFC,before,18
DAT255,372643b790564f8b880140c4b52e91f497fefcfd,MainActivity,coupling,RFC,after,15
DAT255,372643b790564f8b880140c4b52e91f497fefcfd,TCPChecker,coupling,CBO,before,10
DAT255,372643b790564f8b880140c4b52e91f497fefcfd,TCPChecker,coupling,CBO,after,10
DAT255,372643b790564f8b880140c4b52e91f497fefcfd,TCPChecker,coupling,RFC,before,20
DAT255,372643b790564f8b880140c4b52e91f497fefcfd,TCPChecker,coupling,RFC,after,21
CDIO_final,379e7f9d5041812ecd0d9aaef4b0d29d796c528f,Ownable,coupling,CBO,before,0
CDIO_final,379e7f9d5041812ecd0d9aaef4b0d29d796c528f,Ownable,coupling,CBO,after,0
CDIO_final,379e7f9d5041812ecd0d9aaef4b0d29d796c528f,Ownable,coupling,RFC,before,0
CDIO_final,379e7f9d5041812ecd0d9aaef4b0d29d796c528f,Ownable,coupling,RFC,after,0
CDIO_final,379e7f9d5041812ecd0d9aaef4b0d29d796c528f,Fleet,coupling,CBO,before,0
CDIO_final,379e7f9d5041812ecd0d9aaef4b0d29d796c528f,Fleet,coupling,CBO,after,0
