system,commit_id,class_name,measure,metric_name,before_or_after_commit,value
cmad_blog,30e625d80f8daf28121628b2fe567c946427ab39,BlogHandler,complexity,WMC,after,14
cmad_blog,30e625d80f8daf28121628b2fe567c946427ab39,BlogConstants,complexity,WMC,before,0
cmad_blog,30e625d80f8daf28121628b2fe567c946427ab39,BlogConstants,complexity,WMC,after,0
cmad_blog,30e625d80f8daf28121628b2fe567c946427ab39,BloggerVerticle,complexity,WMC,before,2
cmad_blog,30e625d80f8daf28121628b2fe567c946427ab39,BloggerVerticle,complexity,WMC,after,2
search-guard-module-dlsfls,344cb55813ceaa9c37874594d9d7dd3ae13cc0e0,DlsFlsValveImpl,complexity,WMC,before,5
search-guard-module-dlsfls,344cb55813ceaa9c37874594d9d7dd3ae13cc0e0,DlsFlsValveImpl,complexity,WMC,after,5
search-guard-module-dlsfls,344cb55813ceaa9c37874594d9d7dd3ae13cc0e0,SearchGuardFlsDlsIndexSearcherWrapper,complexity,WMC,before,21
search-guard-module-dlsfls,344cb55813ceaa9c37874594d9d7dd3ae13cc0e0,SearchGuardFlsDlsIndexSearcherWrapper,complexity,WMC,after,19
openflowplugin,34c3e71ce4e80790fb31de45a8a3061832c8d03d,FlatBatchUtil,complexity,WMC,before,31
openflowplugin,34c3e71ce4e80790fb31de45a8a3061832c8d03d,FlatBatchUtil,complexity,WMC,after,38
openflowplugin,34c3e71ce4e80790fb31de45a8a3061832c8d03d,DeviceInitializationUtils,complexity,WMC,before,78
openflowplugin,34c3e71ce4e80790fb31de45a8a3061832c8d03d,DeviceInitializationUtils,complexity,WMC,after,92
spring16project-Team-Detroit,3695bad3bebf14a1f1ff460e6a610c06d0d2ec14,Calculator,complexity,WMC,before,46
spring16project-Team-Detroit,3695bad3bebf14a1f1ff460e6a610c06d0d2ec14,Calculator,complexity,WMC,after,46
jbase,38ab13c3d6696fd69048e025fdd53827157158a4,PatchedTypeComputer,complexity,WMC,before,35
jbase,38ab13c3d6696fd69048e025fdd53827157158a4,PatchedTypeComputer,complexity,WMC,after,35
bruteforcer,38b1848ae042ec7d699adfd5003da8902e8ac886,Bruteforcer,complexity,WMC,before,13
bruteforcer,38b1848ae042ec7d699adfd5003da8902e8ac886,Bruteforcer,complexity,WMC,after,9
bruteforcer,38b1848ae042ec7d699adfd5003da8902e8ac886,BruteforcerThread,complexity,WMC,before,8
bruteforcer,38b1848ae042ec7d699adfd5003da8902e8ac886,BruteforcerThread,complexity,WMC,after,7
bruteforcer,38b1848ae042ec7d699adfd5003da8902e8ac886,RollshopTester,complexity,WMC,before,9
bruteforcer,38b1848ae042ec7d699adfd5003da8902e8ac886,RollshopTester,complexity,WMC,after,9
bruteforcer,38b1848ae042ec7d699adfd5003da8902e8ac886,HttpUrlConnectionClient,complexity,WMC,before,5
bruteforcer,38b1848ae042ec7d699adfd5003da8902e8ac886,HttpUrlConnectionClient,complexity,WMC,after,4
interface-it,38cb52fee930fd69f3acb673e42695acdebd8229,ZipFileUtils,complexity,WMC,before,5
interface-it,38cb52fee930fd69f3acb673e42695acdebd8229,ZipFileUtils,complexity,WMC,after,10
bigcat,3a429ac85e7b8334be8ac03901aba4b2e3a6e46d,MeshExtractor,complexity,WMC,before,22
bigcat,3a429ac85e7b8334be8ac03901aba4b2e3a6e46d,MeshExtractor,complexity,WMC,after,22
bigcat,3a429ac85e7b8334be8ac03901aba4b2e3a6e46d,MarchingCubesCallable,complexity,WMC,before,7
bigcat,3a429ac85e7b8334be8ac03901aba4b2e3a6e46d,MarchingCubesCallable,complexity,WMC,after,7
bigcat,3a429ac85e7b8334be8ac03901aba4b2e3a6e46d,MarchingCubes,complexity,WMC,before,40
bigcat,3a429ac85e7b8334be8ac03901aba4b2e3a6e46d,MarchingCubes,complexity,WMC,after,38
Dirtbox,3c6c5092f1f017acc4e465f00d5cb1ed27e7e3bf,generateRegion,complexity,WMC,before,85
Dirtbox,3c6c5092f1f017acc4e465f00d5cb1ed27e7e3bf,generateRegion,complexity,WMC,after,121
COSC442_brown_project4,3e1e7d76da33dd29f02103dc36bd0bdfec6d8a43,CoffeeMaker,complexity,WMC,before,32
COSC442_brown_project4,3e1e7d76da33dd29f02103dc36bd0bdfec6d8a43,CoffeeMaker,complexity,WMC,after,36
RxRetrofitMashup,3fc32eb437f8c14fe38ed652fcde2b6ebbae9e43,GitHubNetworkService,complexity,WMC,before,20
RxRetrofitMashup,3fc32eb437f8c14fe38ed652fcde2b6ebbae9e43,GitHubNetworkService,complexity,WMC,after,9
de.htwg.se.dog,42a00e456af2a47bfae1cae445e66a99fd5eed25,Game,complexity,WMC,before,39
de.htwg.se.dog,42a00e456af2a47bfae1cae445e66a99fd5eed25,Game,complexity,WMC,after,38
veraPDF-library,42c2d802481ffe08844945b63143521c16cb5670,PBFeatureParser,complexity,WMC,before,36
veraPDF-library,42c2d802481ffe08844945b63143521c16cb5670,PBFeatureParser,complexity,WMC,after,46
Arimaa,441b246341fd54bec5c4a94471ffcf1f90b278c0,Game,complexity,WMC,before,63
Arimaa,441b246341fd54bec5c4a94471ffcf1f90b278c0,Game,complexity,WMC,after,66
FluentLenium,45cd3c75917ee0b90dfda5bdc22532d8542fc246,FluentWebElement,complexity,WMC,before,131
FluentLenium,45cd3c75917ee0b90dfda5bdc22532d8542fc246,FluentWebElement,complexity,WMC,after,131
cryptofs,460dc3d7c77cc711c8f8059e1ce7ad2a19fd6d1c,CryptoPathFactory,complexity,WMC,before,14
cryptofs,460dc3d7c77cc711c8f8059e1ce7ad2a19fd6d1c,CryptoPathFactory,complexity,WMC,after,13
jbase,4669e45ec29b15e05a4e10588cc8125bedf484af,PatchedTypeComputer,complexity,WMC,before,35
jbase,4669e45ec29b15e05a4e10588cc8125bedf484af,PatchedTypeComputer,complexity,WMC,after,36
AndroidScreencast,46a9d7baebc7962db43c4c7e7cbcda63480d8bdb,DataAtomOutputStream,complexity,WMC,before,62
AndroidScreencast,46a9d7baebc7962db43c4c7e7cbcda63480d8bdb,DataAtomOutputStream,complexity,WMC,after,62
AndroidScreencast,46a9d7baebc7962db43c4c7e7cbcda63480d8bdb,QuickTimeOutputStream,complexity,WMC,before,60
AndroidScreencast,46a9d7baebc7962db43c4c7e7cbcda63480d8bdb,QuickTimeOutputStream,complexity,WMC,after,166
de.lgohlke.selenium-webdriver,47f8c2f61ed2393dcdbdc8777e64af31167c3623,HttpServerFromResource,complexity,WMC,before,9
de.lgohlke.selenium-webdriver,47f8c2f61ed2393dcdbdc8777e64af31167c3623,HttpServerFromResource,complexity,WMC,after,9
jedit-git-dirty-gutter-plugin,4a178f4f65e9f513029751ea868a1b4d0dea508b,PatchAnalyzer,complexity,WMC,before,12
jedit-git-dirty-gutter-plugin,4a178f4f65e9f513029751ea868a1b4d0dea508b,PatchAnalyzer,complexity,WMC,after,12
cosc603-Gale-project5,4cf5033e0d9b8ddd327f5fa949f875b7c7d0696c,CoffeeMaker,complexity,WMC,before,32
cosc603-Gale-project5,4cf5033e0d9b8ddd327f5fa949f875b7c7d0696c,CoffeeMaker,complexity,WMC,after,36
046271_oop,4e6f0bbdd496e2e538235a5ac4ec4a7f05808287,Vertex,complexity,WMC,before,34
046271_oop,4e6f0bbdd496e2e538235a5ac4ec4a7f05808287,Vertex,complexity,WMC,after,38
dist,502c7f1b9007a072c892c357ec43dfb462067fe5,Main,complexity,WMC,before,14
dist,502c7f1b9007a072c892c357ec43dfb462067fe5,Main,complexity,WMC,after,21
octane-plugin-common,526d6101ae75f2135b76f936a29e65e5028b8514,MetadataServiceITCase,complexity,WMC,before,11
octane-plugin-common,526d6101ae75f2135b76f936a29e65e5028b8514,MetadataServiceITCase,complexity,WMC,after,11
Dirtbox,53f0cf014ffeac3500ae73140d39a2a9df22b812,RegionGenerator,complexity,WMC,before,53
Dirtbox,53f0cf014ffeac3500ae73140d39a2a9df22b812,RegionGenerator,complexity,WMC,after,57
stm,543e4f5039aea3e3f85149c8c87a86681a1198f2,SignalDetectionService,complexity,WMC,before,91
stm,543e4f5039aea3e3f85149c8c87a86681a1198f2,SignalDetectionService,complexity,WMC,after,109
stm,543e4f5039aea3e3f85149c8c87a86681a1198f2,SignalSearchService,complexity,WMC,before,51
stm,543e4f5039aea3e3f85149c8c87a86681a1198f2,SignalSearchService,complexity,WMC,after,51
MR-FWNS,55e0129d7a4f1d54bb2b481af03344184a8c944c,PlayersLib,complexity,WMC,before,98
MR-FWNS,55e0129d7a4f1d54bb2b481af03344184a8c944c,PlayersLib,complexity,WMC,after,97
FreeCol-COSC603-FinalProject,564bfae8ca53af80e8d2bbc2a7dda16190b350d6,UnitAttackAnimation,complexity,WMC,before,11
FreeCol-COSC603-FinalProject,564bfae8ca53af80e8d2bbc2a7dda16190b350d6,UnitAttackAnimation,complexity,WMC,after,14
bonita-studio,567527ab366d2811cc2934f3ec0c0c469245e3d6,DataWizardPage,complexity,WMC,before,235
bonita-studio,567527ab366d2811cc2934f3ec0c0c469245e3d6,DataWizardPage,complexity,WMC,after,204
minecolonies,56cd352c92f657bfddd2097c5ec83cf573f9ce86,Field,complexity,WMC,before,68
minecolonies,56cd352c92f657bfddd2097c5ec83cf573f9ce86,Field,complexity,WMC,after,63
minecolonies,56cd352c92f657bfddd2097c5ec83cf573f9ce86,EntityAIWorkFarmer,complexity,WMC,before,82
minecolonies,56cd352c92f657bfddd2097c5ec83cf573f9ce86,EntityAIWorkFarmer,complexity,WMC,after,75
pgprog,584f63744f85c7d90a0b0e7dfe22b15add35b281,NumOfClusters,complexity,WMC,before,16
pgprog,584f63744f85c7d90a0b0e7dfe22b15add35b281,NumOfClusters,complexity,WMC,after,17
parsii,5850ab5b911531099c6ef0a535ab9d18e590709d,Parser,complexity,WMC,before,75
parsii,5850ab5b911531099c6ef0a535ab9d18e590709d,Parser,complexity,WMC,after,75
parsii,5850ab5b911531099c6ef0a535ab9d18e590709d,Scope,complexity,WMC,before,34
parsii,5850ab5b911531099c6ef0a535ab9d18e590709d,Scope,complexity,WMC,after,54
systematic-trading,589e8226162effbbd3b54f72149bfd33ed9ef069,HistoryRetrievalRequestMergerImpl,complexity,WMC,before,32
systematic-trading,589e8226162effbbd3b54f72149bfd33ed9ef069,HistoryRetrievalRequestMergerImplTest,complexity,WMC,before,34
systematic-trading,589e8226162effbbd3b54f72149bfd33ed9ef069,HistoryRetrievalRequestMergerImpl,complexity,WMC,after,35
systematic-trading,589e8226162effbbd3b54f72149bfd33ed9ef069,HistoryRetrievalRequestMergerImplTest,complexity,WMC,after,34
stm,5901c8e0a51e9f900ab2ca13647f90606048bce7,RiskPlanService,complexity,WMC,before,90
stm,5901c8e0a51e9f900ab2ca13647f90606048bce7,RiskPlanService,complexity,WMC,after,92
Backgammon,5990a1d765ea05fbf0eecc60aede6d7f9d134963,IndexVerifier,complexity,WMC,before,3
Backgammon,5990a1d765ea05fbf0eecc60aede6d7f9d134963,IndexVerifier,complexity,WMC,after,20
xwiki-rendering,59f5b7238d35e4cb27ce2c86092f88fd5fc87cce,AbstractBoxMacro,complexity,WMC,before,21
xwiki-rendering,59f5b7238d35e4cb27ce2c86092f88fd5fc87cce,AbstractBoxMacro,complexity,WMC,after,20
rpg,59f84e6dd57aa035b87579da0872f892e58b0228,AreaTrigger,complexity,WMC,before,38
rpg,59f84e6dd57aa035b87579da0872f892e58b0228,AreaTrigger,complexity,WMC,after,38
rpg,59f84e6dd57aa035b87579da0872f892e58b0228,DefaultRpgCharacter,complexity,WMC,before,51
rpg,59f84e6dd57aa035b87579da0872f892e58b0228,DefaultRpgCharacter,complexity,WMC,after,51
rpg,59f84e6dd57aa035b87579da0872f892e58b0228,RpgEntityFactory,complexity,WMC,before,49
rpg,59f84e6dd57aa035b87579da0872f892e58b0228,RpgEntityFactory,complexity,WMC,after,49
FreeCol,5a564218abeb138e5e88accf4d3c17f37c522ae8,FreeCol,complexity,WMC,before,132
FreeCol,5a564218abeb138e5e88accf4d3c17f37c522ae8,FreeCol,complexity,WMC,after,167
openflowplugin,5c853ea0a399706a0a475638f9c542945a993bd9,StatisticsManagerImpl,complexity,WMC,before,52
openflowplugin,5c853ea0a399706a0a475638f9c542945a993bd9,StatisticsManagerImpl,complexity,WMC,after,52
openflowplugin,5c853ea0a399706a0a475638f9c542945a993bd9,StatisticsContextImpl,complexity,WMC,before,81
openflowplugin,5c853ea0a399706a0a475638f9c542945a993bd9,StatisticsContextImpl,complexity,WMC,after,82
search-extra,5e112712dc8ed3dd3b62dbc64d9db7c9e01df6a0,TokenCountRouterQueryBuilder,complexity,WMC,before,55
search-extra,5e112712dc8ed3dd3b62dbc64d9db7c9e01df6a0,TokenCountRouterQueryBuilder,complexity,WMC,after,51
Arimaa,5e4c129c6b653a7efb09d56c4d7f8d5c09baeed2,Game,complexity,WMC,before,67
Arimaa,5e4c129c6b653a7efb09d56c4d7f8d5c09baeed2,Game,complexity,WMC,after,71
Arimaa,5e4c129c6b653a7efb09d56c4d7f8d5c09baeed2,Piece,complexity,WMC,before,22
Arimaa,5e4c129c6b653a7efb09d56c4d7f8d5c09baeed2,Piece,complexity,WMC,after,28
jabref,5fc32fb40d03fbe25fe621270155112e03a11bf2,PushToVim,complexity,WMC,before,21
jabref,5fc32fb40d03fbe25fe621270155112e03a11bf2,PushToVim,complexity,WMC,after,21
jabref,5fc32fb40d03fbe25fe621270155112e03a11bf2,AbstractPushToApplication,complexity,WMC,before,37
jabref,5fc32fb40d03fbe25fe621270155112e03a11bf2,AbstractPushToApplication,complexity,WMC,after,31
jabref,5fc32fb40d03fbe25fe621270155112e03a11bf2,PushToLyx,complexity,WMC,before,17
jabref,5fc32fb40d03fbe25fe621270155112e03a11bf2,PushToLyx,complexity,WMC,after,15
jabref,5fc32fb40d03fbe25fe621270155112e03a11bf2,PushToEmacs,complexity,WMC,before,24
jabref,5fc32fb40d03fbe25fe621270155112e03a11bf2,PushToEmacs,complexity,WMC,after,24
services-in-one,60460159be9840a33449f353a9a36be686a009ce,UploadServiceImpl,complexity,WMC,before,19
services-in-one,60460159be9840a33449f353a9a36be686a009ce,UploadServiceImpl,complexity,WMC,after,23
batch7crud,60c66f4c0125aa9c3c06bdb96f969e9501d3d7b0,StudentController,complexity,WMC,before,43
batch7crud,60c66f4c0125aa9c3c06bdb96f969e9501d3d7b0,StudentController,complexity,WMC,after,45
bitfinex-v2-wss-api-java,632d9ed30dc898772ebd9ecc7d3d6ef9d24770f6,NotificationHandler,complexity,WMC,before,4
bitfinex-v2-wss-api-java,632d9ed30dc898772ebd9ecc7d3d6ef9d24770f6,NotificationHandler,complexity,WMC,after,6
jdrupes-json,6381ba8af863587243642fd858b3938668b53126,JsonBeanDecoder,complexity,WMC,before,77
jdrupes-json,6381ba8af863587243642fd858b3938668b53126,JsonBeanDecoder,complexity,WMC,after,80
skyfire,6462699fc1a4124d51fb891c81b5646cfe25eba8,AbstractTestGenerator,complexity,WMC,before,52
skyfire,6462699fc1a4124d51fb891c81b5646cfe25eba8,AbstractTestGenerator,complexity,WMC,after,63
rmatch,665d9bb2f22cbfeee60cdbea4e75254eaf840e8d,AbstractNDFANode,complexity,WMC,before,41
rmatch,665d9bb2f22cbfeee60cdbea4e75254eaf840e8d,AbstractNDFANode,complexity,WMC,after,53
Chess,67f7e0b1dc71086c96b6ffe99954f5e42dd88c7e,Gui,complexity,WMC,before,76
Chess,67f7e0b1dc71086c96b6ffe99954f5e42dd88c7e,Gui,complexity,WMC,after,145
spring16project-Erlang,6820a82df3bd5dba68ae7f4fbc89a585723f03e5,ReportGenerator,complexity,WMC,before,28
spring16project-Erlang,6820a82df3bd5dba68ae7f4fbc89a585723f03e5,ReportGenerator,complexity,WMC,after,31
vaadin-002-testbench-jumpstart,68b1dfbe3eaaa4f090d7f5b3e7d06931e08bded6,MyUI,complexity,WMC,before,3
vaadin-002-testbench-jumpstart,68b1dfbe3eaaa4f090d7f5b3e7d06931e08bded6,MyUI,complexity,WMC,after,3
gsoc-hsearch,691bced376a054e5bba464d6a7d4991703f97f51,BatchItemWriter,complexity,WMC,before,12
gsoc-hsearch,691bced376a054e5bba464d6a7d4991703f97f51,BatchItemWriter,complexity,WMC,after,13
bonita-studio,69766a9426b79955df7c980e514c3b58897d5eaf,DataExpressionEditor,complexity,WMC,before,62
bonita-studio,69766a9426b79955df7c980e514c3b58897d5eaf,DataExpressionEditor,complexity,WMC,after,66
spring16project-Team-Irvine,69f215ba124ff4b2acc6d80e79d2d7508546cc83,AppFrame,complexity,WMC,before,103
spring16project-Team-Irvine,69f215ba124ff4b2acc6d80e79d2d7508546cc83,AppFrame,complexity,WMC,after,119
micro-debug,6a0bfa57ed41ad99758988fd57123143de8d14f9,TraceManager,complexity,WMC,before,54
micro-debug,6a0bfa57ed41ad99758988fd57123143de8d14f9,TraceManager,complexity,WMC,after,61
bitfinex-v2-wss-api-java,6b8509d5214348e0429832e5707596635c2d4306,SubscribedCallback,complexity,WMC,before,6
bitfinex-v2-wss-api-java,6b8509d5214348e0429832e5707596635c2d4306,SubscribedCallback,complexity,WMC,after,10
GangstaFishy,6c75a60faa6823aadb75a3d9bcd05110d433d5c2,Enemy,complexity,WMC,before,15
GangstaFishy,6c75a60faa6823aadb75a3d9bcd05110d433d5c2,Enemy,complexity,WMC,after,17
GangstaFishy,6c75a60faa6823aadb75a3d9bcd05110d433d5c2,Player,complexity,WMC,before,62
GangstaFishy,6c75a60faa6823aadb75a3d9bcd05110d433d5c2,Player,complexity,WMC,after,62
okio,6d83587eefabeb50df874600bae40d6cd0c35a31,Buffer,complexity,WMC,before,418
okio,6d83587eefabeb50df874600bae40d6cd0c35a31,Buffer,complexity,WMC,after,421
bonita-studio,6ed8a8125f8b657bfe8a48be5bf9c6d300fc6db2,TabbedPropertySynchronizerListener,complexity,WMC,before,34
bonita-studio,6ed8a8125f8b657bfe8a48be5bf9c6d300fc6db2,TabbedPropertySynchronizerListener,complexity,WMC,after,36
ShootOFF,6fcd82ec2e9953f0b63b34342519519147d20638,CameraManager,complexity,WMC,before,122
ShootOFF,6fcd82ec2e9953f0b63b34342519519147d20638,CameraManager,complexity,WMC,after,122
ShootOFF,6fcd82ec2e9953f0b63b34342519519147d20638,ShotDetectionManager,complexity,WMC,before,65
ShootOFF,6fcd82ec2e9953f0b63b34342519519147d20638,ShotDetectionManager,complexity,WMC,after,65
ShootOFF,6fcd82ec2e9953f0b63b34342519519147d20638,PixelClusterManager,complexity,WMC,before,13
ShootOFF,6fcd82ec2e9953f0b63b34342519519147d20638,PixelClusterManager,complexity,WMC,after,14
bamboo,71403c7886ac16f93a1cd479106b4ffa0f4143b8,TransformWorker,complexity,WMC,before,42
bamboo,71403c7886ac16f93a1cd479106b4ffa0f4143b8,TransformWorker,complexity,WMC,after,42
bamboo,71403c7886ac16f93a1cd479106b4ffa0f4143b8,TitleTools,complexity,WMC,before,11
bamboo,71403c7886ac16f93a1cd479106b4ffa0f4143b8,TitleTools,complexity,WMC,after,11
phenotips,7142826c929f324587f149c2bb8c21cfd90794ac,PhenoTipsPatient,complexity,WMC,before,84
phenotips,7142826c929f324587f149c2bb8c21cfd90794ac,PhenoTipsPatient,complexity,WMC,after,83
bonita-web,71d16991ec60811a3b415d9edbfee74452782bec,ContractTypeConverter,complexity,WMC,before,46
bonita-web,71d16991ec60811a3b415d9edbfee74452782bec,ContractTypeConverter,complexity,WMC,after,50
FluentLenium,723675a84c139eff3dd762f3a778a714c12995d1,ClassAndTestName,complexity,WMC,before,0
FluentLenium,723675a84c139eff3dd762f3a778a714c12995d1,ClassAndTestName,complexity,WMC,after,0
cosc603-berkebile-tendulkar-finalproject,73811638e295b0303409ffce543c22c7cd7e4a99,ReportCompactColonyPanel,complexity,WMC,before,60
cosc603-berkebile-tendulkar-finalproject,73811638e295b0303409ffce543c22c7cd7e4a99,ReportCompactColonyPanel,complexity,WMC,after,94
spring16project-Ada,742d9b6b16beeefbe11474effa06ff6ba9e18181,TaskPanel,complexity,WMC,before,142
spring16project-Ada,742d9b6b16beeefbe11474effa06ff6ba9e18181,TaskPanel,complexity,WMC,after,150
openflowplugin,74500b868f8cdce042c53d7bdd994a9c7ff7314c,StatisticsManagerImpl,complexity,WMC,before,50
openflowplugin,74500b868f8cdce042c53d7bdd994a9c7ff7314c,StatisticsManagerImpl,complexity,WMC,after,50
openflowplugin,74500b868f8cdce042c53d7bdd994a9c7ff7314c,StatisticsContextImpl,complexity,WMC,before,91
openflowplugin,74500b868f8cdce042c53d7bdd994a9c7ff7314c,StatisticsContextImpl,complexity,WMC,after,92
Shared,76a02ba7f6978337f823656f30141159323bb7bc,CosemTime,complexity,WMC,before,85
Shared,76a02ba7f6978337f823656f30141159323bb7bc,CosemTime,complexity,WMC,after,88
Shared,76a02ba7f6978337f823656f30141159323bb7bc,CosemDate,complexity,WMC,before,118
Shared,76a02ba7f6978337f823656f30141159323bb7bc,CosemDate,complexity,WMC,after,121
sem2015-gr19,77733551aa3c9307ed7adeaf589c20d631cc0227,Game,complexity,WMC,before,75
sem2015-gr19,77733551aa3c9307ed7adeaf589c20d631cc0227,Game,complexity,WMC,after,91
iris,7791691ea6d7bbfb749ba463d896e8c39d60174e,MainRunConnection,complexity,WMC,before,46
iris,7791691ea6d7bbfb749ba463d896e8c39d60174e,MainRunConnection,complexity,WMC,after,46
Nine-Mens-Morris-Android,77924baa0306df391f8aea5dc7115872ff0d9996,StrategyMemoryTestParameterized,complexity,WMC,before,10
Nine-Mens-Morris-Android,77924baa0306df391f8aea5dc7115872ff0d9996,StrategyMemoryTestParameterized,complexity,WMC,after,10
Nine-Mens-Morris-Android,77924baa0306df391f8aea5dc7115872ff0d9996,StrategyTestNonParameterized,complexity,WMC,before,12
Nine-Mens-Morris-Android,77924baa0306df391f8aea5dc7115872ff0d9996,StrategyTestNonParameterized,complexity,WMC,after,12
Nine-Mens-Morris-Android,77924baa0306df391f8aea5dc7115872ff0d9996,StrategyTestParameterized,complexity,WMC,before,71
Nine-Mens-Morris-Android,77924baa0306df391f8aea5dc7115872ff0d9996,StrategyTestParameterized,complexity,WMC,after,71
VersionVisualizer,78ece0a23c64ada0af67e300650d97cd31750a80,DataStore,complexity,WMC,before,27
VersionVisualizer,78ece0a23c64ada0af67e300650d97cd31750a80,DataStore,complexity,WMC,after,37
VersionVisualizer,78ece0a23c64ada0af67e300650d97cd31750a80,Viewer,complexity,WMC,before,31
VersionVisualizer,78ece0a23c64ada0af67e300650d97cd31750a80,Viewer,complexity,WMC,after,36
gradle-aws-plugin,7921535bf4415db4a44c534b20591f447d876162,CreateBucketTask,complexity,WMC,before,7
gradle-aws-plugin,7921535bf4415db4a44c534b20591f447d876162,CreateBucketTask,complexity,WMC,after,14
openflowplugin,7a78df7a3223bd9af059211879c0066eeb5f3682,SinglePurposeMultipartReplyTranslator,complexity,WMC,before,12
openflowplugin,7a78df7a3223bd9af059211879c0066eeb5f3682,SinglePurposeMultipartReplyTranslator,complexity,WMC,after,57
sonar-jenkins-plugin,7b6ea90f69a57366be015260fa6aa3b2a424d4be,ConfigSources,complexity,WMC,before,8
sonar-jenkins-plugin,7b6ea90f69a57366be015260fa6aa3b2a424d4be,ConfigSources,complexity,WMC,after,9
gocd-plugins,7b8a69f4313902d80ff96ede5778ceaa12c90b7b,NessusScanTaskExecutor,complexity,WMC,before,17
gocd-plugins,7b8a69f4313902d80ff96ede5778ceaa12c90b7b,NessusScanTaskExecutor,complexity,WMC,after,18
FreeCol-finalproject,7c7cd7773ece06919a8d1f8ee47dfef51025d5e2,CommandLineOptions,complexity,WMC,before,49
FreeCol-finalproject,7c7cd7773ece06919a8d1f8ee47dfef51025d5e2,CommandLineOptions,complexity,WMC,after,82
debrief,7e1725f70799329a1322f7364fce3a12f930647b,DebriefToolParent,complexity,WMC,before,38
debrief,7e1725f70799329a1322f7364fce3a12f930647b,DebriefToolParent,complexity,WMC,after,38
hazelcast-simulator,7e6155b5e6f5b992de216f97dd1be874ab6e1712,PropertyBindingSupport,complexity,WMC,before,100
hazelcast-simulator,7e6155b5e6f5b992de216f97dd1be874ab6e1712,PropertyBindingSupport,complexity,WMC,after,105
client-server-communication-project,7e80d47a981c713443c9ecd8c6fe49af532a9555,vkProtocol,complexity,WMC,before,6
client-server-communication-project,7e80d47a981c713443c9ecd8c6fe49af532a9555,vkProtocol,complexity,WMC,after,8
services-in-one,807061743cdb448cb96970c89a757ace47a59ad2,AnalyticsServiceImpl,complexity,WMC,before,9
services-in-one,807061743cdb448cb96970c89a757ace47a59ad2,AnalyticsServiceImpl,complexity,WMC,after,11
spring-integration,80b1f4c7bc3d9c030ccf8c358c2e286f7cc49725,LoggingHandler,complexity,WMC,before,29
spring-integration,80b1f4c7bc3d9c030ccf8c358c2e286f7cc49725,LoggingHandler,complexity,WMC,after,37
spring-integration,80b1f4c7bc3d9c030ccf8c358c2e286f7cc49725,LoggingHandlerTests,complexity,WMC,before,7
spring-integration,80b1f4c7bc3d9c030ccf8c358c2e286f7cc49725,LoggingHandlerTests,complexity,WMC,after,9
openflowplugin,81ec040affdf77f72ae1060436e7010386f410ed,FlatBatchUtil,complexity,WMC,before,31
openflowplugin,81ec040affdf77f72ae1060436e7010386f410ed,FlatBatchUtil,complexity,WMC,after,38
openflowplugin,81ec040affdf77f72ae1060436e7010386f410ed,DeviceInitializationUtils,complexity,WMC,before,75
openflowplugin,81ec040affdf77f72ae1060436e7010386f410ed,DeviceInitializationUtils,complexity,WMC,after,89
de.htwg.se.sudoku2,83b76955f1bbc6bebc4177722b9a8897bce31422,TextUI,complexity,WMC,before,12
de.htwg.se.sudoku2,83b76955f1bbc6bebc4177722b9a8897bce31422,TextUI,complexity,WMC,after,16
bonita-studio,858e818869097f2e8866d4259b231e40fb979d20,ContractEngineDefinitionBuilder,complexity,WMC,before,19
bonita-studio,858e818869097f2e8866d4259b231e40fb979d20,ContractEngineDefinitionBuilder,complexity,WMC,after,23
YARL,85c1d4572a938d555f9ed54d89857e6526eaecf9,MovementSystem,complexity,WMC,before,12
YARL,85c1d4572a938d555f9ed54d89857e6526eaecf9,MovementSystem,complexity,WMC,after,14
Dungeon-Crawler,865730c4849be00f986bc7de232951d5ed84312e,GameMain,complexity,WMC,before,7
Dungeon-Crawler,865730c4849be00f986bc7de232951d5ed84312e,GameMain,complexity,WMC,after,11
stm,870581e357e1de1f2cf875c5f885c05419eda133,SignalDetectionService,complexity,WMC,before,28
stm,870581e357e1de1f2cf875c5f885c05419eda133,SignalDetectionService,complexity,WMC,after,54
BossBarMessage,88122385daf59d7e1ab09d400fd5fd63d09f60fb,Message,complexity,WMC,before,17
BossBarMessage,88122385daf59d7e1ab09d400fd5fd63d09f60fb,Message,complexity,WMC,after,17
Rope-Bridge,886f127a7be2a57bacb9049ef0f5de085da385d4,BridgeBuildingHandler,complexity,WMC,before,33
Rope-Bridge,886f127a7be2a57bacb9049ef0f5de085da385d4,BridgeBuildingHandler,complexity,WMC,after,35
iota,88a3d28356c376284b2ff340c839fb4d406a1ba7,WilliamsR,complexity,WMC,before,9
iota,88a3d28356c376284b2ff340c839fb4d406a1ba7,WilliamsR,complexity,WMC,after,17
search-guard,89496bae7b04ba03f6021f757f47b7ca0adff850,SearchGuardFilter,complexity,WMC,before,14
search-guard,89496bae7b04ba03f6021f757f47b7ca0adff850,SearchGuardFilter,complexity,WMC,after,14
search-guard,89496bae7b04ba03f6021f757f47b7ca0adff850,WildcardMatcher,complexity,WMC,before,70
search-guard,89496bae7b04ba03f6021f757f47b7ca0adff850,WildcardMatcher,complexity,WMC,after,74
search-guard,89496bae7b04ba03f6021f757f47b7ca0adff850,DlsFlsRequestValve,complexity,WMC,before,2
search-guard,89496bae7b04ba03f6021f757f47b7ca0adff850,DlsFlsRequestValve,complexity,WMC,after,2
